M0,M1,M2,M3,M4
0.4947451351072046,0.5063897336938337,0.4830045241845488,0.5064643961116758,0.4913319270830585
0.5085295778407516,0.5000554852631756,0.5016310935942792,0.4884016647507041,0.4976877596855956
0.483349934209492,0.4806940649518872,0.4876980712440087,0.4914286479153886,0.502955433785674
0.4788444017292927,0.4864053431709306,0.4763970052998736,0.4985392941252038,0.4798264614476281
0.5217801645918628,0.5005130711063464,0.5036459567609307,0.4991458357266813,0.5418535645662377
0.4902648894480855,0.4722550711266409,0.4922264979788147,0.483266439822611,0.5107940856321049
0.4823813257455688,0.4780137651746186,0.4796121552301541,0.4728504077340831,0.4945321808214791
0.4999064727554096,0.4938172630254689,0.5243508264382212,0.5131623969499828,0.5357469061681446
0.6028228321235675,0.6500972442504492,0.5888820365651192,0.5345239152038707,0.5903136019828843
0.4834826224985056,0.4841102523541816,0.4751007551245327,0.4798018750714395,0.492910836496325
0.5156938122875903,0.510033615124976,0.5108196865206625,0.4928743510389493,0.543268074820004
0.4891870081751645,0.4888068643289627,0.4973038689240389,0.4886813026998873,0.5009932445067344
0.5045003164606503,0.4975913101627434,0.5013172642002702,0.4920334153641548,0.5327897628995236
0.4758764635015282,0.5056231088188207,0.4796768901785712,0.4869425404174802,0.48877488436976
0.5020181520069852,0.5506260069702864,0.5011296056309882,0.4941956484911651,0.5426474332999175
0.5324281447074168,0.5127044227167739,0.495797626671266,0.49028644536097,0.4890576515364461
0.4722024657823411,0.4973250355553728,0.5007927700869368,0.4975093122324108,0.498708116796438
0.5183420571966685,0.4902657110058193,0.498695841780754,0.4872880807118982,0.4908106231127015
0.4882201992299074,0.5544518022084431,0.5113053084206924,0.4958046140462842,0.5364510902138149
0.4879236374102079,0.4797856913710979,0.4745974185189467,0.4855665768974568,0.4856889754519468
0.552748118952751,0.4842066794239449,0.4910400677716528,0.534655304436366,0.567559462594298
0.5192749674002313,0.5023038154632771,0.5241726731662864,0.4940834193560263,0.4852316718571735
0.4670622354358595,0.6016109807982315,0.5082464998922807,0.4749644557630073,0.5470485869065047
0.5371688311447119,0.5351437684470791,0.5287720793858869,0.5012154353863494,0.5351643658043838
0.5219643878977631,0.4931836791267802,0.542226086372972,0.5287585828665103,0.511762640616562
0.4899212405523994,0.4981080681030321,0.4977398108224057,0.4908968325942093,0.4849264790907912
0.5031048312863501,0.5024388721237378,0.5112095415582725,0.5084709088116379,0.5436199793328583
0.4997946269949125,0.5177441501149351,0.5078551054686389,0.4858530566989744,0.5424572416587267
0.5487231004399469,0.525307508732485,0.5048786116864288,0.4896265747114282,0.4748314361129729
0.5087518997342546,0.503195171514851,0.50633676060407,0.48932170736438,0.4873491566299678
0.4703896526213937,0.4809601397304318,0.4782427296742684,0.4917453579267025,0.4717052838830671
0.5105356965505455,0.5048629663088902,0.498042720471389,0.5195172880547837,0.5335958287899469
0.5272155458322797,0.4800216518494609,0.5477966985007665,0.4984449614729148,0.5170866319809326
0.5443493037338223,0.50223092191306,0.4991035077058072,0.4712894093052224,0.5457542984963508
0.5087427485518626,0.4780456645154556,0.4861809004209765,0.487753183638824,0.4994144939010645
0.4886287227170353,0.4839056605395432,0.4804950993375526,0.4962504391998871,0.5364574233253958
0.4856615222056287,0.4789456219299674,0.4859317009655045,0.4842170492143882,0.5375297551775716
0.5163036122626025,0.5091858942613843,0.4983887869263873,0.5227792158266193,0.5028403891726317
0.5030408190028927,0.5044561724388862,0.5321131836907542,0.5185327816611546,0.5045305180766042
0.5350863442830283,0.5197960819410323,0.5011857519690786,0.5197647599711868,0.5628114264319889
0.4869122412976765,0.5623774188649132,0.4779617481637702,0.4799777294171619,0.4981769736929992
0.5021208548350212,0.5015460459734188,0.5108967128604468,0.5212504958044532,0.5124326138175607
0.5112557562069318,0.5401246127388348,0.4967135829773927,0.6470683650065905,0.6285429612390533
0.488212383519181,0.4893117921402722,0.5057077067916085,0.4847500254615099,0.4746442316242345
0.5406415046263292,0.4816197154402202,0.487505504575205,0.4906320844679027,0.5079157620643082
0.4710458639225861,0.4855957909898253,0.7877702945419086,0.5200642404289585,0.5078582727753361
0.4760570708832037,0.4723986077793792,0.4867925665289145,0.4800783773357072,0.4742026908342345
0.4785228629570742,0.4931619914057289,0.4930536852601912,0.4974990417308977,0.5238349314663241
0.541463345416832,0.4849340829340918,0.495757514972536,0.5241169365389607,0.5123996278859827
0.4820692814359127,0.4697387515441569,0.4752072146725275,0.4673792747933498,0.4796696050065465
0.5421577277839478,0.4884954207229,0.4798105568983782,0.4821839115685791,0.5552000008179695
0.4905068388612559,0.4849340438644885,0.4983954695429035,0.5119107152824962,0.4856989156006334
0.519130342595955,0.5089578841826127,0.5135292396448435,0.5133220523068417,0.4917797942399461
0.538146661246083,0.522752040407118,0.5189673377751126,0.5234763260925711,0.4950242433965192
0.4987808669471941,0.4998401614139565,0.4918627200547771,0.4957062139963967,0.4992031778918024
0.4910919653438019,0.4835999932911957,0.4871095470493115,0.4760961629320221,0.5124834312722972
0.5413106802286352,0.4876315293474217,0.5112060722371162,0.5106310503798255,0.5210310737207177
0.4846394856108352,0.4690249314748858,0.484376079325414,0.4838046445203307,0.4700703406205443
0.4789767704737012,0.5258218683794036,0.4671526564525131,0.5314096242174187,0.5278958485153965
0.6393159680492922,0.999908346369068,0.4962677749518351,0.6290252846850488,0.4964921394600539
